id,segment,RID,delivery type,class,sub-class,no of items,location,departure city,departure state,address code,placement date,delivery date,price,discount,profit
210,Consumer,4422,Standard Class,kariox,television,3,South,Margate,Florida,33063,01-03-2018,01-03-2018,15.552,0.2,2.3328
211,Consumer,8497,Second Class,kariox,television,3,East,Yonkers,New York,10701,01-03-2018,01-03-2018,59.52,0,15.4752
212,Consumer,8498,Second Class,fynota,chocolates,3,East,Yonkers,New York,10701,01-03-2018,01-03-2018,479.97,0,177.5889
213,Corporate,7248,Standard Class,qexty,pants,5,East,Columbus,Ohio,43229,01-03-2018,01-03-2018,302.45,0.5,-199.617
214,Consumer,8499,Second Class,kariox,charger,2,East,Yonkers,New York,10701,01-03-2018,01-03-2018,18.62,0,5.3998
215,Consumer,8501,Second Class,kariox,phone,2,East,Yonkers,New York,10701,01-03-2018,01-03-2018,97.82,0,45.9754
216,Consumer,4962,First Class,qexty,tshirts,1,West,Seattle,Washington,98103,01-03-2018,01-03-2018,48.712,0.2,5.4801
217,Consumer,4963,First Class,kariox,television,3,West,Seattle,Washington,98103,01-03-2018,01-03-2018,17.94,0,4.6644
218,Consumer,4964,First Class,kariox,laptop,3,West,Seattle,Washington,98103,01-03-2018,01-03-2018,242.94,0,4.8588
219,Home Office,5254,Second Class,kariox,headset,2,West,Des Moines,Washington,98198,01-03-2018,01-03-2018,107.648,0.2,33.64
220,Corporate,9641,Standard Class,kariox,television,5,West,Seattle,Washington,98103,01-03-2018,01-03-2018,20.65,0,9.499
221,Corporate,9642,Standard Class,kariox,laptop,5,West,Seattle,Washington,98103,01-03-2018,01-03-2018,204.9,0,0
222,Consumer,8500,Second Class,kariox,headset,6,East,Yonkers,New York,10701,01-03-2018,01-03-2018,49.632,0.2,16.7508
223,Corporate,9643,Standard Class,qexty,tshirts,6,West,Seattle,Washington,98103,01-03-2018,01-03-2018,436.704,0.2,21.8352
224,Corporate,7247,Standard Class,kariox,tablet,3,East,Columbus,Ohio,43229,01-03-2018,01-03-2018,15.12,0.2,4.914
225,Home Office,1164,Standard Class,kariox,headset,3,East,New York City,New York,10035,01-03-2018,01-03-2018,125.76,0.2,40.872
226,Consumer,158,Second Class,qexty,tshirts,2,West,Seattle,Washington,98115,01-03-2018,01-03-2018,457.568,0.2,51.4764
227,Home Office,5714,Standard Class,fynota,colddrinks,3,East,New York City,New York,10035,01-03-2018,01-03-2018,5.94,0,1.6038
228,Home Office,6548,Standard Class,qexty,tshirts,6,Central,Elmhurst,Illinois,60126,01-03-2018,01-03-2018,634.116,0.3,-172.1172
229,Home Office,6549,Standard Class,kariox,phone,3,Central,Elmhurst,Illinois,60126,01-03-2018,01-03-2018,17.472,0.2,5.6784
230,Consumer,7948,Standard Class,kariox,lighting,5,Central,El Paso,Texas,79907,01-03-2018,01-03-2018,18.84,0.2,-3.5325
231,Consumer,5103,Same Day,kariox,phone,3,Central,Dallas,Texas,75217,01-03-2018,01-03-2018,15.552,0.2,5.4432
232,Consumer,7950,Standard Class,qexty,shorts,6,Central,El Paso,Texas,79907,01-03-2018,01-03-2018,63.552,0.6,-34.9536
233,Home Office,1165,Standard Class,kariox,headset,5,East,New York City,New York,10035,01-03-2018,01-03-2018,25.32,0.2,9.1785
234,Consumer,7951,Standard Class,kariox,laptop,3,Central,El Paso,Texas,79907,01-03-2018,01-03-2018,129.552,0.2,-22.6716
235,Consumer,8311,Standard Class,qexty,hoodies,3,Central,Houston,Texas,77036,01-03-2018,01-03-2018,376.509,0.3,-43.0296
236,Home Office,6058,Standard Class,kariox,watch,2,East,New York City,New York,10009,01-03-2018,01-03-2018,11.36,0,5.3392
237,Home Office,6059,Standard Class,kariox,phone,5,East,New York City,New York,10009,01-03-2018,01-03-2018,36.4,0,17.472
238,Corporate,9946,Standard Class,kariox,phone,1,East,Philadelphia,Pennsylvania,19120,01-03-2018,01-03-2018,3.424,0.2,1.07
239,Corporate,9947,Standard Class,fynota,chocolates,3,East,Philadelphia,Pennsylvania,19120,01-03-2018,01-03-2018,151.2,0.2,32.13
240,Consumer,556,Second Class,kariox,television,4,South,Wilmington,North Carolina,28403,01-03-2018,01-03-2018,19.456,0.2,3.4048
241,Home Office,1163,Standard Class,fynota,colddrinks,1,East,New York City,New York,10035,01-03-2018,01-03-2018,9.99,0,4.5954
242,Consumer,8310,Standard Class,kariox,laptop,3,Central,Houston,Texas,77036,01-03-2018,01-03-2018,137.352,0.2,8.5845
243,Corporate,9644,Standard Class,qexty,tshirts,2,West,Seattle,Washington,98103,01-03-2018,01-03-2018,481.568,0.2,54.1764
244,Consumer,7949,Standard Class,qexty,tshirts,6,Central,El Paso,Texas,79907,01-03-2018,01-03-2018,362.25,0.3,0
245,Consumer,2101,Standard Class,kariox,laptop,3,West,Denver,Colorado,80219,01-03-2018,01-03-2018,636.408,0.2,-15.9102
246,Consumer,604,Standard Class,qexty,shorts,3,South,Tampa,Florida,33614,01-03-2018,01-03-2018,45.696,0.2,5.1408
247,Consumer,605,Standard Class,kariox,headset,3,South,Tampa,Florida,33614,01-03-2018,01-03-2018,7.218,0.7,-5.5338
248,Consumer,606,Standard Class,kariox,headset,4,South,Tampa,Florida,33614,01-03-2018,01-03-2018,43.188,0.7,-31.6712
249,Consumer,607,Standard Class,kariox,phone,3,South,Tampa,Florida,33614,01-03-2018,01-03-2018,131.904,0.2,47.8152
250,Home Office,3453,Second Class,fynota,colddrinks,2,South,Raleigh,North Carolina,27604,01-03-2018,01-03-2018,471.92,0.2,29.495
251,Consumer,1346,Standard Class,kariox,battery,2,Central,Lakeville,Minnesota,55044,01-03-2018,01-03-2018,93.78,0,36.5742
252,Consumer,1347,Standard Class,kariox,phone,7,Central,Lakeville,Minnesota,55044,01-03-2018,01-03-2018,47.18,0,23.59
253,Consumer,603,Standard Class,kariox,laptop,1,South,Tampa,Florida,33614,01-03-2018,01-03-2018,142.776,0.2,17.847
254,Consumer,1348,Standard Class,kariox,television,6,Central,Lakeville,Minnesota,55044,01-03-2018,01-03-2018,19.68,0,5.7072
255,Consumer,1350,Standard Class,kariox,headset,6,Central,Lakeville,Minnesota,55044,01-03-2018,01-03-2018,35.88,0,17.2224
256,Corporate,2358,Standard Class,qexty,hoodies,7,East,New York City,New York,10024,01-03-2018,01-03-2018,1579.746,0.4,-447.5947
257,Corporate,2359,Standard Class,qexty,hoodies,4,East,New York City,New York,10024,01-03-2018,01-03-2018,1071.576,0.4,-553.6476
258,Corporate,2361,Standard Class,kariox,phone,7,East,New York City,New York,10024,01-03-2018,01-03-2018,34.86,0,16.3842
259,Corporate,2362,Standard Class,kariox,phone,4,East,New York City,New York,10024,01-03-2018,01-03-2018,155.04,0,75.9696
260,Consumer,5101,Same Day,kariox,television,2,Central,Dallas,Texas,75217,01-03-2018,01-03-2018,4.448,0.2,0.3336
261,Consumer,1172,Standard Class,kariox,phone,2,Central,Royal Oak,Michigan,48073,01-03-2018,01-03-2018,22.38,0,10.7424
262,Consumer,1349,Standard Class,kariox,headset,10,Central,Lakeville,Minnesota,55044,01-03-2018,01-03-2018,53.4,0,25.098
263,Home Office,9515,Standard Class,kariox,phone,6,South,Jacksonville,Florida,32216,01-03-2018,01-03-2018,91.056,0.2,31.8696
264,Corporate,2360,Standard Class,qexty,hoodies,3,East,New York City,New York,10024,01-03-2018,01-03-2018,613.908,0.4,-122.7816
265,Home Office,9406,First Class,fynota,sweets,2,Central,Chicago,Illinois,60653,01-03-2018,01-03-2018,574.91,0.3,156.047
266,Home Office,9407,First Class,kariox,phone,2,Central,Chicago,Illinois,60653,01-03-2018,01-03-2018,8.448,0.2,2.64
267,Consumer,1542,Second Class,qexty,shorts,5,East,Columbus,Ohio,43229,01-03-2018,01-03-2018,8.32,0.2,2.288
268,Consumer,3442,Second Class,kariox,phone,14,East,New York City,New York,10024,01-03-2018,01-03-2018,108.92,0,49.014
269,Corporate,7015,Second Class,kariox,battery,3,South,Richmond,Kentucky,40475,01-03-2018,01-03-2018,146.76,0,38.1576
270,Corporate,7016,Second Class,fynota,chocolates,2,South,Richmond,Kentucky,40475,01-03-2018,01-03-2018,32.96,0,14.1728
271,Corporate,7017,Second Class,fynota,colddrinks,3,South,Richmond,Kentucky,40475,01-03-2018,01-03-2018,587.97,0,164.6316
272,Corporate,7018,Second Class,kariox,phone,3,South,Richmond,Kentucky,40475,01-03-2018,01-03-2018,14.94,0,7.0218
273,Consumer,8300,Standard Class,kariox,television,3,West,Roseville,California,95661,01-03-2018,01-03-2018,7.98,0,2.0748
274,Consumer,1543,Second Class,kariox,lighting,6,East,Columbus,Ohio,43229,01-03-2018,01-03-2018,10.464,0.2,1.7004
275,Corporate,1892,Standard Class,kariox,television,1,West,Huntington Beach,California,92646,01-03-2018,01-03-2018,3.38,0,1.2506
276,Consumer,4681,Standard Class,kariox,headset,2,West,Logan,Utah,84321,01-03-2018,01-03-2018,62.048,0.2,20.1656
277,Consumer,4680,Standard Class,kariox,laptop,2,West,Logan,Utah,84321,01-03-2018,01-03-2018,21.36,0,5.7672
278,Consumer,4679,Standard Class,fynota,chocolates,12,West,Logan,Utah,84321,01-03-2018,01-03-2018,82.8,0,6.624
279,Consumer,2102,Standard Class,kariox,television,4,West,Denver,Colorado,80219,01-03-2018,01-03-2018,83.168,0.2,9.3564
280,Consumer,4678,Standard Class,kariox,laptop,1,West,Logan,Utah,84321,01-03-2018,01-03-2018,80.98,0,3.2392
281,Consumer,4677,Standard Class,kariox,headset,4,West,Logan,Utah,84321,01-03-2018,01-03-2018,33.088,0.2,11.1672
282,Home Office,2841,Standard Class,qexty,tshirts,4,South,Chesapeake,Virginia,23320,01-03-2018,01-03-2018,1139.92,0,284.98
283,Consumer,6569,Standard Class,kariox,television,2,Central,Houston,Texas,77095,01-04-2018,01-04-2018,2.688,0.2,1.008
284,Consumer,6570,Standard Class,qexty,tshirts,3,Central,Houston,Texas,77095,01-04-2018,01-04-2018,317.058,0.3,-18.1176
285,Consumer,6571,Standard Class,kariox,watch,3,Central,Houston,Texas,77095,01-04-2018,01-04-2018,149.352,0.2,50.4063
286,Consumer,6572,Standard Class,fynota,chocolates,3,Central,Houston,Texas,77095,01-04-2018,01-04-2018,227.976,0.2,28.497
287,Home Office,4570,Second Class,qexty,shorts,3,West,San Jose,California,95123,01-04-2018,01-04-2018,76.14,0,26.649
288,Consumer,7843,Second Class,kariox,headset,3,South,Arlington,Virginia,22204,01-04-2018,01-04-2018,58.05,0,26.703
289,Consumer,7844,Second Class,kariox,phone,11,South,Arlington,Virginia,22204,01-04-2018,01-04-2018,71.28,0,34.2144
290,Consumer,5076,Second Class,qexty,hoodies,5,Central,Houston,Texas,77070,01-04-2018,01-04-2018,744.1,0.3,-95.67
291,Corporate,7164,Second Class,kariox,watch,8,East,Troy,New York,12180,01-04-2018,01-04-2018,247.84,0,121.4416
292,Consumer,5078,Second Class,qexty,hoodies,2,Central,Houston,Texas,77070,01-04-2018,01-04-2018,401.59,0.3,-131.951
293,Consumer,6850,Standard Class,qexty,shorts,4,West,Los Angeles,California,90045,01-04-2018,01-04-2018,59.92,0,27.5632
294,Consumer,1173,Standard Class,kariox,headset,5,West,Los Angeles,California,90008,01-04-2018,01-04-2018,16.52,0.2,5.5755
295,Consumer,3536,Standard Class,kariox,lighting,2,West,Los Angeles,California,90049,01-04-2018,01-04-2018,11.62,0,3.6022
296,Corporate,9075,Standard Class,kariox,laptop,6,South,Henderson,Kentucky,42420,01-04-2018,01-04-2018,828.84,0,0
297,Consumer,5077,Second Class,kariox,laptop,5,Central,Houston,Texas,77070,01-04-2018,01-04-2018,44.84,0.2,5.605
298,Corporate,344,Second Class,fynota,colddrinks,12,East,Philadelphia,Pennsylvania,19140,01-04-2018,01-04-2018,71.928,0.4,8.3916
299,Consumer,3534,Standard Class,kariox,television,4,West,Los Angeles,California,90049,01-04-2018,01-04-2018,13.12,0,3.8048
300,Consumer,3533,Standard Class,fynota,sweets,4,West,Los Angeles,California,90049,01-04-2018,01-04-2018,287.968,0.2,97.1892
301,Corporate,404,Standard Class,kariox,television,6,South,Wilmington,North Carolina,28403,01-04-2018,01-04-2018,39.072,0.2,9.768
302,Home Office,7658,Same Day,qexty,shorts,4,West,Los Angeles,California,90049,01-04-2018,01-04-2018,187.76,0,76.9816
303,Home Office,7657,Same Day,kariox,battery,2,West,Los Angeles,California,90049,01-04-2018,01-04-2018,106.96,0,31.0184
304,Home Office,6708,Standard Class,kariox,tablet,3,East,Baltimore,Maryland,21215,01-04-2018,01-04-2018,7.83,0,3.6018
305,Corporate,343,Second Class,kariox,lighting,13,East,Philadelphia,Pennsylvania,19140,01-04-2018,01-04-2018,30.992,0.2,10.0724
306,Corporate,342,Second Class,kariox,headset,10,East,Philadelphia,Pennsylvania,19140,01-04-2018,01-04-2018,509.97,0.7,-407.976
307,Corporate,341,Second Class,kariox,television,4,East,Philadelphia,Pennsylvania,19140,01-04-2018,01-04-2018,17.856,0.2,1.116
308,Corporate,9850,Standard Class,kariox,television,2,West,Lodi,California,95240,01-04-2018,01-04-2018,39.68,0,16.2688
309,Consumer,9098,Standard Class,kariox,phone,5,Central,Bloomington,Indiana,47401,01-04-2018,01-04-2018,32.4,0,15.552
310,Corporate,2797,Standard Class,qexty,pants,3,West,Redondo Beach,California,90278,01-04-2018,01-04-2018,308.499,0.15,-18.147
311,Corporate,7165,Second Class,kariox,headset,3,East,Troy,New York,12180,01-04-2018,01-04-2018,9.912,0.2,3.3453
312,Corporate,2796,Standard Class,kariox,headset,7,West,Redondo Beach,California,90278,01-04-2018,01-04-2018,18.088,0.2,6.5569
313,Consumer,3535,Standard Class,kariox,television,5,West,Los Angeles,California,90049,01-04-2018,01-04-2018,10.75,0,3.5475
314,Corporate,1449,First Class,kariox,headset,3,East,Philadelphia,Pennsylvania,19134,01-04-2018,01-04-2018,2.502,0.7,-1.7514
315,Corporate,1777,Standard Class,kariox,tablet,1,East,Baltimore,Maryland,21215,01-04-2018,01-05-2018,3.15,0,1.512
316,Home Office,3407,Standard Class,qexty,tshirts,2,East,Columbus,Ohio,43229,01-04-2018,01-04-2018,281.372,0.3,-12.0588
317,Corporate,2795,Standard Class,fynota,colddrinks,4,West,Redondo Beach,California,90278,01-04-2018,01-04-2018,438.368,0.2,38.3572
318,Consumer,8637,First Class,kariox,laptop,5,South,Louisville,Kentucky,40214,01-04-2018,01-05-2018,826,0,214.76
319,Consumer,8636,First Class,kariox,television,5,South,Louisville,Kentucky,40214,01-04-2018,01-05-2018,174.95,0,45.487
320,Consumer,5005,Second Class,fynota,chocolates,3,South,Jackson,Mississippi,39212,01-04-2018,01-05-2018,47.79,0,16.2486
321,Consumer,8267,Standard Class,fynota,colddrinks,2,East,Dover,Delaware,19901,01-04-2018,01-05-2018,19.98,0,5.1948
322,Corporate,6376,Standard Class,kariox,laptop,5,South,Memphis,Tennessee,38109,01-04-2018,01-05-2018,99.92,0.2,-1.249
323,Corporate,6375,Standard Class,qexty,tshirts,2,South,Memphis,Tennessee,38109,01-04-2018,01-05-2018,561.584,0.2,70.198
324,Consumer,2892,Second Class,kariox,headset,3,South,Lake Charles,Louisiana,70601,01-04-2018,01-05-2018,17.94,0,8.6112
325,Consumer,2891,Second Class,qexty,tshirts,2,South,Lake Charles,Louisiana,70601,01-04-2018,01-05-2018,51.96,0,12.99
326,Consumer,885,Standard Class,qexty,shorts,2,East,Rochester,New York,14609,01-04-2018,01-05-2018,17.46,0,5.9364
327,Corporate,8921,Standard Class,fynota,chocolates,2,East,Jamestown,New York,14701,01-04-2018,01-05-2018,159.98,0,57.5928
328,Consumer,8452,First Class,fynota,colddrinks,5,West,San Francisco,California,94122,01-04-2018,01-04-2018,1679.96,0.2,125.997
329,Corporate,3611,Standard Class,kariox,laptop,2,East,Newark,Ohio,43055,01-04-2018,01-05-2018,177.568,0.2,-37.7332
330,Corporate,3610,Standard Class,kariox,laptop,3,East,Newark,Ohio,43055,01-04-2018,01-05-2018,27.096,0.2,2.0322
331,Corporate,3609,Standard Class,kariox,tablet,3,East,Newark,Ohio,43055,01-04-2018,01-05-2018,6.912,0.2,2.5056
332,Corporate,1776,Standard Class,kariox,television,2,East,Baltimore,Maryland,21215,01-04-2018,01-05-2018,5.34,0,1.4952
333,Corporate,1775,Standard Class,kariox,laptop,9,East,Baltimore,Maryland,21215,01-04-2018,01-05-2018,497.61,0,129.3786
334,Home Office,3408,Standard Class,kariox,headset,8,East,Columbus,Ohio,43229,01-04-2018,01-04-2018,7.488,0.7,-5.2416
335,Home Office,3409,Standard Class,qexty,shorts,4,East,Columbus,Ohio,43229,01-04-2018,01-04-2018,22.336,0.2,7.8176
336,Home Office,9290,Second Class,kariox,phone,1,West,San Francisco,California,94109,01-04-2018,01-04-2018,48.91,0,22.9877
337,Home Office,1749,Standard Class,kariox,phone,2,Central,Houston,Texas,77095,01-04-2018,01-04-2018,10.368,0.2,3.6288
338,Home Office,1750,Standard Class,kariox,television,3,Central,Houston,Texas,77095,01-04-2018,01-04-2018,6.24,0.2,0.546
339,Consumer,2714,Standard Class,fynota,colddrinks,3,South,Wilmington,North Carolina,28403,01-04-2018,01-04-2018,302.376,0.2,37.797
340,Home Office,3406,Standard Class,qexty,tshirts,2,East,Columbus,Ohio,43229,01-04-2018,01-04-2018,281.372,0.3,-12.0588
341,Home Office,4376,Standard Class,qexty,shorts,5,West,San Gabriel,California,91776,01-04-2018,01-04-2018,303.25,0,63.6825
342,Home Office,4378,Standard Class,qexty,tshirts,5,West,San Gabriel,California,91776,01-04-2018,01-04-2018,1487.04,0.2,148.704
343,Corporate,2615,Standard Class,qexty,tshirts,3,West,Los Angeles,California,90049,01-04-2018,01-05-2018,230.28,0.2,23.028
344,Corporate,2616,Standard Class,kariox,headset,6,West,Los Angeles,California,90049,01-04-2018,01-05-2018,18.288,0.2,5.715
345,Home Office,7197,Standard Class,kariox,television,5,West,Los Angeles,California,90036,01-04-2018,01-04-2018,21.4,0,6.206
346,Home Office,7198,Standard Class,kariox,tablet,2,West,Los Angeles,California,90036,01-04-2018,01-04-2018,12.6,0,5.796
347,Corporate,1774,Standard Class,kariox,headset,2,East,Baltimore,Maryland,21215,01-04-2018,01-05-2018,20.86,0,9.387
348,Home Office,4377,Standard Class,kariox,battery,3,West,San Gabriel,California,91776,01-04-2018,01-04-2018,270.72,0,78.5088
349,Corporate,2794,Standard Class,fynota,colddrinks,14,West,Redondo Beach,California,90278,01-04-2018,01-04-2018,1075.088,0.2,94.0702
350,Corporate,5124,Standard Class,kariox,phone,2,South,Lafayette,Louisiana,70506,01-04-2018,01-04-2018,12.96,0,6.3504
351,Consumer,8359,Standard Class,fynota,colddrinks,2,West,Great Falls,Montana,59405,01-04-2018,01-04-2018,105.584,0.2,9.2386
352,Consumer,9509,Second Class,kariox,television,3,Central,Dearborn Heights,Michigan,48127,01-04-2018,01-04-2018,13.89,0,4.5837
353,Consumer,9508,Second Class,kariox,headset,5,Central,Dearborn Heights,Michigan,48127,01-04-2018,01-04-2018,40.2,0,18.09
354,Consumer,9507,Second Class,kariox,television,2,Central,Dearborn Heights,Michigan,48127,01-04-2018,01-04-2018,26.7,0,7.476
355,Corporate,3880,First Class,kariox,laptop,4,Central,Decatur,Illinois,62521,01-04-2018,01-04-2018,52.096,0.2,3.9072
356,Corporate,3879,First Class,kariox,laptop,4,Central,Decatur,Illinois,62521,01-04-2018,01-04-2018,49.632,0.2,3.7224
357,Corporate,3281,Second Class,kariox,charger,5,South,Alexandria,Virginia,22304,01-04-2018,01-04-2018,4164.05,0,83.281
358,Corporate,3280,Second Class,kariox,television,7,South,Alexandria,Virginia,22304,01-04-2018,01-04-2018,22.96,0,6.6584
359,Corporate,3279,Second Class,kariox,phone,2,South,Alexandria,Virginia,22304,01-04-2018,01-04-2018,12.96,0,6.3504
360,Corporate,3278,Second Class,fynota,colddrinks,1,South,Alexandria,Virginia,22304,01-04-2018,01-04-2018,28.99,0,8.4071
361,Corporate,3277,Second Class,kariox,television,7,South,Alexandria,Virginia,22304,01-04-2018,01-04-2018,22.96,0,7.5768
362,Home Office,711,First Class,kariox,phone,1,East,New York City,New York,10035,01-04-2018,01-04-2018,55.48,0,26.6304
363,Corporate,5123,Standard Class,kariox,phone,3,South,Lafayette,Louisiana,70506,01-04-2018,01-04-2018,19.44,0,9.3312
364,Corporate,5122,Standard Class,fynota,chocolates,2,South,Lafayette,Louisiana,70506,01-04-2018,01-04-2018,99.98,0,42.9914
365,Corporate,5121,Standard Class,kariox,laptop,5,South,Lafayette,Louisiana,70506,01-04-2018,01-04-2018,232.55,0,9.302
366,Consumer,9510,Second Class,kariox,laptop,6,Central,Dearborn Heights,Michigan,48127,01-04-2018,01-04-2018,689.82,0,20.6946
367,Corporate,4845,First Class,kariox,headset,2,West,Los Angeles,California,90008,01-04-2018,01-04-2018,7.184,0.2,2.245
368,Consumer,3955,Standard Class,qexty,shorts,1,Central,Detroit,Michigan,48205,01-04-2018,01-04-2018,5.47,0,2.3521
369,Home Office,1561,Standard Class,kariox,tablet,6,West,San Francisco,California,94109,01-04-2018,01-04-2018,18.9,0,9.072
370,Corporate,9886,Standard Class,fynota,chocolates,2,West,Los Angeles,California,90008,01-04-2018,01-04-2018,159.98,0,57.5928
371,Corporate,9885,Standard Class,fynota,chocolates,3,West,Los Angeles,California,90008,01-04-2018,01-04-2018,62.31,0,22.4316
